Dealer Number,Dealer Name,Store Address Line 1,Store City
1801110,McElhare's Service Center,93 SOUTH MAIN ST.,SELLERSVILLE
1801339,MCFALL TIRE & AUTO,10817 W. INDIAN SCHOOL ROAD,AVONDALE
1800007,MCFARLAND & SON'S GARAGE,278 EAST SUNSET RD,LEHIGHTON
1796108,MCKEAN TIRE,5091 KEVIN DR,MCKEAN
1922784,McKinney Tire and Auto Inc.,600 S Harkrider St.,Conway
1794211,MCLENAGHAN TIRE INC.,300 BEECHTREE DRIVE,BROOMALL
1793895,MCMAHAN TIRE SERVICE,623 S. ANAHEIM BLVD.,ANAHEIM
1794770,MCMAHON TIRE BEST ONE,2828 W COLLISEUM,FT WAYNE
1795954,McNair Tire & Alignment,4610 S Highway 81,MARLOW
1793880,MECKFESSEL TIRE AND AUTO,415 W MAIN STREET,BELLEVILLE
1794258,MEEKHOF TIRE,1640 OLSON NE,GRAND RAPIDS
1796090,MEJJ TIRE SERVICE,9514 GALVESTON RD,HOUSTON
1797922,MELBOURNE BEACH EXXON,904 OAK ST.,MELBOURNE BEACH
1801298,MELVIN TIRE,1796 Bazzell Cemetary Rd,MURRAY
1984191,MER-WIN AUTO SERVICES,739 WINTON RD N,ROCHESTER
1796778,MERETA COOPERATIVE GIN,P.O. BOX 89,MERETA
1796508,"MERRICK & FAIR, INC. DBA MORE THAN TIRES",901 WALNUT BOTTOM RD,CARLISLE
1798073,MERRILLS INC,817 BELL AVE,CADILLAC
1801145,Merrimack Auto Center LLC,9 WEBB DR.,MERRIMACK
1799280,MEYERHOLZ TIRE COMPANY,349 NW RACETRACK RD,FORT WALTON BEACH
1800308,MEYERS TIRE SERVICE INC,3120 24TH STREET EXTENSION,BEAVER FALLS
1798897,MEYERS TIRES & TRUCKS,13675 HAWKE RD,COLUMBIA STATION
1795773,MICHAEL'S TIRE AND REPAIR,1422 EAST MAIN STREET,MANNINGTON
1798442,MICHELLE'S ULTIMATE CAR CARE,9347 DR. MLK ST. N.,ST. PETERSBURG
1798998,Mid Ohio Auto Repair,47 INDUSTRIAL DRIVE,LEXINGTON
1796515,Mid South Tire LLC,PO BOX 307,FRANKLIN
1797286,MID-CITY TIRE & AUTO,709 WASHINGTON AVE.,PHILADELPHIA
1797437,MIDAMERICA TIRE & PERFORMANCE,2952 N MARTIN LUTHER KING,DECATUR
1921239,Midas,304 W University Avenue,Urbana
1986858,MIDAS MUFFLER,816 ROUTE S 5 AND 20,GENEVA
1797397,MIDAS MUFFLER,3141 LEHIGH ST,ALLENTOWN
2024284,Midas of Temecula,26677 Ynez Rd,Temecula
1799136,MIDDLEFIELD TIRE,P.O. BOX 215,MIDDLEFIELD
1800403,MIDDLETOWN NISSAN INC.,11 ALLEN LANE,SLOATSBURG
1922778,Middletown Tire and Auto,480 East Main Street,Middletown
1801162,Midland Tire & Auto Service,316 Lyon Road,Midland
1795551,MIDLAND TIRE INC,1825 MIDLAND TRAIL,SHELBYVILLE
1797107,MIDSTATE TIRE,80 WHILEY RD.,LANCASTER
1796791,MIDTOWN SERVICE CENTER,P O BOX 653,WEST JEFFERSON
1796791,MIDTOWN SERVICE CENTER,P O BOX 653,WEST JEFFERSON
1799336,MIDTOWN SERVICE CENTER,1501 HARLAN ST.,FALLS CITY
1797406,MIDWAY COOP,122 SOUTH 9TH,OSBORNE
1797751,MIDWEST AUTO CARE & TRANSMISSION CENTER,1122 MARQUETTE RD.,LAKE STATION
1923054,Midwest Auto Center,710 S Main St,Wellsville
2027077,Midwest Kia,8725 W Kellogg Dr,Wichita
1931868,Midwest Kia,8725 W Kellogg Drive,Wichita
1797869,MIKE BARNEY NISSAN,16 COUNTRYSIDE LANE,WILLIAMSVILLE
1799994,MIKE SMITH FIRESTONE,2611 Utica Pike,JEFFERSONVILLE
1794298,MIKE WATCHERS USED CARS,637 MINERSVILLE LLEWELLYN HWY,POTTSVILLE
1797076,MIKE'S AUTO CENTER,2540 LEXINGTON AVE.,MANSFIELD
2024779,Mike's Automotive,102 N. Chicago,South Milwaukee
1799541,MIKE'S CAR CARE CENTER,681 W LIONS CLUB DR.,ROLLA
1797315,MIKE'S COLLISION & TIRE,107 VAN BUREN ST,KEOSAUQUA
1797024,MIKE'S PLACE,40 TEMPLETON AVE,GREENVILLE
2027299,Mike's Tire,64310 N 26 Road,Bethesda
1796455,MIKE'S TIRE,P O BOX 290206,PHELAN
2027082,MIKE'S TIRE DEPOT #1,4160 HWY 278,COVINGTON
2027083,MIKE'S TIRE DEPOT #2,1701 HWY 138,WALNUT GROVE
1796986,MIKE'S TIRE SALES,2051 S. HURON RD.,KAWKAWLIN
1798545,MIKES AUTO CENTER,714 N LINCOLN ST,BRIDGEPORT
1801468,MIKES GARAGE INC. ,135 MC LINDLER RD,CHAPIN
1798169,MIKES TIRE SHOP,428 CUMBERLAND ST,CALDWELL
1794625,Mikes Tires LLC,2989 CHOCTAW RD.,THIBODAUX
1797974,MILAM DISCOUNT TIRE,510 INDEPENDENCE ST,LIBERTY
1801408,Miles Farm Supply,2760 KELLER ROAD,OWENSBORO
1923060,Milford Service Station,1105 Grove Street,Laclede
2026868,Milhausen Auto,411 Nelson Blvd.,Montrose
1798500,MILLER AUTOMOTIVE,P0 B0X 124,MOUNT POCONO
1799352,MILLER HYUNDAI,41 STILLWATER ROAD,CONKLIN
1799390,Miller Tire,675 MAIN,SACRAMENTO
1797712,MILLER TIRE,403 FREEPORT STREET,SAXONBURG
1800929,MILLER TIRE,2585 OLD BIRMINGHAM HIGHWAY,SYLACAUGA
1794698,MILLER TIRE & AUTO,943 E. SANTEE DRIVE,GREENSBURG
1798506,MILLER TIRE & AUTO,856 BLOOMING GLEN RD.,PERKASIE
1795790,MILLER TIRE COMPANY,844 KENTLAND DRIVE,WAYCROSS
1794954,Miller's Tire & Auto Care,376 Big Hill Ave.,Richmond
1797280,MILLIRON AUTO PARTS,2375 SPRINGMILL ROAD,MANSFIELD
1795988,MILLS TIRE SERVICE,171 HWY 2 NE,CORINTH
1921620,Mineola Tire,324 W Broad Street,Mineola
1921597,Miner's A & B Tire,1400 N. Hwy 71,Mena
1793817,MINERAL WELLS NEW AND USED TIRES,PO BOX 296,MINERAL WELLS
1798157,MINOOKA MOTOR SALES,4141  BIRNEY AVE,MOOSIC
1794053,MINOR TIRE,3512A  6TH AVENUE S.E.,DECATUR
1795990,MIRACLE MOTOR MART,5100 E. MAIN ST.,COLUMBUS
1798301,MITCHELL AUTO SERVICE,522 N MITCHELL STREET,CADILLAC
1797416,MITCHELL TIRE SERVICE,303 N 1ST STREET,MEBANE
1797416,MITCHELL TIRE SERVICE,303 N 1ST STREET,MEBANE
1798746,MOBILE AUTO RESCUE,1971 SENECA RD. UNIT N,EAGAN
1795039,"MODERN REPAIR, LLC",510 HERITAGE DRIVE,SPEARFISH
1799484,MOGUL'S TRANSMISSION INC,924 N GRANT AVE,YORK
1798099,Mohawk Valley Tire,210 CANAL ST,FORT PLAIN
1797011,MOHN'S AUTO SERVICE,710 N. STATE ST.,GIRARD
1799318,MOHRS TIRE FARM,1129 WOODLAND DRIVE,MILTON
1794937,MOLYE CHEVROLET,115 W MAIN STREET,HONEOYE FALLS
1800743,MOMENTUM TIRE AND WHEEL INC.,1045 BLOOMFIELD AVE.,WEST CALDWELL
1796440,MONROE FEED & FARM,4420 BEECH GROVE BOLES RD,TOMPKINSVILLE
1796362,MONROE TIRE,314 MILL ST,WOODSFIELD
1797457,MONROVIA TIRE,511 S. IVY AVE.,MONROVIA
1795836,MONTANA TIRE,4760 N. MONTANA,HELENA
1798002,Monteith Tire - Goshen,1021 N. GREENE RD.,GOSHEN
1801092,MONTEITHS BEST ONE TIRE WARSAW,BOX 957,WARSAW
1799054,MONTES TIRE SHOP LLC,PO BOX 411,PEARSALL
1797080,MONTEVALLO TIRE & ALIGNMENT,PO BOX 693,MONTEVALLO
1799983,MONTICELLO EXXON,572 WEST GAINES,MONTICELLO
1796760,"MOORE & ROBINSON, INC",2000 E 17TH STREET,LITTLE ROCK
2028670,MOORE AUTO WORKS,270 CONFEDERATE AVE,JASPER
1795135,MOORE TIRE,219 SOUTH BEATON St.,CORSICANA
1799527,Moore Tire Center,2164 Community Drive,Bath
1799672,MOORE TIRES,2411 ROCK FALLS RD,ROCK FALLS
1799152,MORGAN TIRE CENTER,PO BOX 709,WEST LIBERTY
1796037,MORGAN'S AUTO CARE CENTER,PO BOX 1241,WHITNEY
1798729,MORRIS BROS AUTO LLC,496 BUTLER ROAD,KITTANNING
1797994,MOTORWORLD AUTOMOTIVE GROUP,150 MOTORWORLD DRIVE,WILKES BARRE
2028028,MOUND CITY TIRE & AUTO,34 SOUTH 2ND STREET,NEWARD
1794527,MOUNTAIN STATE TIRE SERVICE,PO BOX 1300,CHAPMANVILLE
1798927,MOUNTAIN VIEW COOP,110 MAIN ST WEST,DUTTON
1798384,"MR & MRS TIRE OF WEST LAFAYETTE, INC.",2514 REDFREE DR,WEST LAFAYETTE
1796278,MR FOX TIRE CO,1035 WILLIAM STREET,BUFFALO
1796456,Mr Muffler,1108 East Main Street,Carmi
1795841,Mr. Gees,P.O. BOX 348,GOFFSTOWN
1921344,Mr. Tire,801 Kitty Street,Trenton
1796996,Mr. Tire Company,P O BOX 72,Thomaston
1801091,MT. BETHEL AUTO SUPPLY,4 MT. BETHEL PLAZA,MT. BETHEL
1797874,"MUELLER'S TIRE SERVICE, INC.",506 S. FOURTH ST.,STE. GENEVIEVE
1800843,"Muffler & Tire Center, Inc.",26 NORTH 6TH STREET,ZANESVILLE
1799742,MUFFLER DOCTOR,102 FAIRBANKS,MARINE CITY
1922582,Muffler Masters,2205 S Cannon Blvd,Kannapolis
1888357,Muleshoe Tire DBA Tireworks,220 E American Blvd.,Muleshoe
2020768,MULETOWN TIRE,9749 STATE ROUTE 335,MINFORD
1799906,MUNFORD TIRE & BRAKE,516 MUNFORD AVE,MUNFORD
2025318,Murante Auto Repair,128 West Beil Ave,Nazareth
1800210,MURDOCKS PRE-OWNED AUTO SALES,PO BOX 444,CLENDENIN
1795356,"MURPHYS SERVICE CENTER, INC.",3501 29TH AVE NE,ST. ANTHONY
1798057,MURRAY AUTOMOTIVE,1731 A DOUTHIT CT,POWHATAN
1798057,MURRAY AUTOMOTIVE,1731 A DOUTHIT CT,POWHATAN
1796900,Musics Auto Center,305 EAST BROAD STREET,PALMYRA
1799687,MUSSERS SERVICE,106 S. MAIN STREET,NASHVILLE
1797506,MY TECH TIRE & AUTOMOTIVE,41670 WINCHESTER RD.,TEMECULA
1795378,"MY TIRE GUYS, INC",3451 N. 1200 E,LEHI
1795762,My Tire Place MN LLC DBA Duluth Tire,2802 W. SUPERIOR ST.,DULUTH
1903854,MYERS TIRE & SERVICE,489 MAIN ST,RIMERSBURG
1794595,MYSONS TIRE 2,1200 S. GUIGNARD DRIVE,SUMTER
1794856,MYSONS TIRE SALES 1 LLC,3272 BROAD STREET,SUMTER
1982246,Nalley Tire & Auto,4925 William Flynn Highway,Allison Park
1797049,NANDO'S TIRES,1224 SOUTH 20TH ST.,OMAHA
1797527,NAPA TIRE AND AUTO SUPPLY,900 W. CAMERON AVE.,ROCKDALE
1798277,NAPIER'S CHEVRON,502 EAST MAIN STREET,SCOTTSVILLE
1799575,NASSAR TIRE,4679 HIGHWAY W,HOUSE SPRINGS
1940846,Nathan's Tire Service,1119 E Buchanan st.,California
1801010,"NATHANS AUTOMOTIVE, INC",628 N Main St,NOBLE
1794744,National Discount Tire 1,2018 Ambassador Caffery Parky,Lafayette
1797851,National Discount Tire 2,1008 ALBERTSON PARKWAY,BROUSSARD
1798422,NATIONAL TIRE AND WHEEL,5 GARDEN COURT,WHEELING
1799290,NATIONAL TIRE WAREHOUSE LLC,2338 BROAD STREET,FRANKFORT
1798330,NATIONWIDE AUTO SERVICE,5555 BROOKPARK ROAD,Parma
1794451,NEDOLAST MOTORS,7625 SR 103,PLYMOUTH
2027117,"Nekoosa Car Care, LLC",728 Market Street,Nekoosa
1800675,NELSON EXXON,P O BOX 1451,TROUT CREEK
1796472,Nesters Store,13055 DANVILLE PIKE,LAUREL FORK
1796472,Nesters Store,13055 DANVILLE PIKE,LAUREL FORK
1797263,New England Truck Tire,38 Rainbow Lane,Sanford
1795197,NEW RIDE AUTO DETAIL & TIRE SERVICE LLC,1106 TARBY ROAD,POTEAU
1795215,NEWBRIDGE TIRE CENTER,1475 MERRIMON AVENUE,ASHEVILLE
1796320,NEWBURY TIRE CO.,10669 Kinsman Road,NEWBURY
1799463,NEWELL SERVICE CENTER,P O BOX 32,NEWELL
1794295,NEWTON TIRE,1907 E MAIN ST,RUSSELLVILLE
1797772,NEWTONS SERVICE AND PARTS,601 N MAIN,COLUMBIANA
1798777,NEXTECH AUTO,51 LOESER AVE,SOMERVILLE
1801448,NICELYS KWIK LUBE,615 MAIN ST,CLIFTON FORGE
1801448,NICELYS KWIK LUBE,615 MAIN ST,CLIFTON FORGE
1795521,NICHOLS BROS EXHAUST,145 PARKVIEW ROAD NORTHEAST,FLOYD
1795521,NICHOLS BROS EXHAUST,145 PARKVIEW ROAD NORTHEAST,FLOYD
1793979,Nicholson Tire Service,P0 B0X 381,NICHOLSON
1795591,NICKYS TIRE & AUTO,PO BOX 274,COLT
1795014,Niedermier Sunoco,100 East Mansfield Street,New Washington
1793700,NIMNICHT CHEVROLET,4396 BLAKELEY CT,JACKSONVILLE
1794640,NINETY SIX TIRE & OIL,129 E. MAIN ST.,NINETY SIX
1796877,NITRO AUTO AND TIRE SERVICE LLC,211 MICHIGAN AVE,NITRO
1796126,NIX TIRE LLC.,833 NORTH MAIN STREET,WOODRUFF
2025123,NKP Tire and Service,1197 N Lincoln Rd,Rockville
1798155,"NO LIMIT, INC.",6503 BELAIR RD,BALTIMORE
1797714,NOBLE CO TIRE,960 W NORTH STREET,KENDALLVILLE
1801235,NORCO SPEEDY TIRE,3633 NORTH POLE LANE,RIVERSIDE
1794480,NORTH COAST USED TIRE CENTER,5784 NORTH RIDGE RD,MADISON
1798391,NORTH COUNTRY OIL CHANGE & REPAIR,120 MARKET STREET,POTSDAM
1800624,North Michigan Tire,1400 N. FANCHER ST.,MT. PLEASANT
1936696,Northeast Imports,1173 Winola Road,Clarks Summit
1798210,NORTHERN AUTO & TIRE,10155 HONOR HWY.,HONOR
1799708,NORTHFIELD TIRE,10256 NORTHFIELD RD,NORTHFIELD
1795886,NORTHRIDGE AUTOMOTIVE,P0 B0X 116,HAMLIN
1796532,NORTHRIDGE AUTOMOTIVE,3059 SWEDEN WALKER ROAD,BROCKPORT
1799505,NORTHRIDGE AUTOMOTIVE INC,5445 N. RIDGE RD,MADISON
1798593,NORTHSIDE AUTO PARTS,1219 N 5TH STREET,HARTSVILLE
1797394,NORTHSIDE AUTOMOTIVE,721 HARRY L DRIVE,JOHNSON CITY
1795060,Northtown Auto Service & Tire Center,3800 MCCULLOM LAKE RD.,MCHENRY
1795877,NORTHTOWN CHRYSLER JEEP DODGE,1135 MILLERSPORT HHWY,AMHERST
1797403,Northtown Hyundai,1135 MILLERSPORT HWY,AMHERST
1898417,Northtown Kia,3900 Sheridan Drive,Amherst
1796314,NORTHTOWN LEXUS,1135 MILLERSPORT HWY,AMHERST
1898463,Northtown Mazda,3920 Sheridan Drive,Amherst
1801293,NORTHTOWN TOYOTA,1135 MILLERSPORT HWY,AMHERST
1801292,Northtown World Auto,1135 MILLERSPORT HWY,AMHERST
2029931,Northwest Auto & ATV Repair,461 A Etheridge St,Canal Fulton
1793933,northwest tire,1265 US RT 6,BRADNER
1793684,Norvell By Victoria,18115 HIGHWAY 69,JASPER
1932284,Nunns Tires & Oil,633 MAIN ST,Munfordville
1794607,NUTTALL TIRE & BATTERY,2405 MILLWOOD AVE,COLUMBIA
1798901,O K Tire,PO BOX 1013,WINNEMUCCA
1795976,O K Tire,1358 STATE ROUTE 22 NORTHWEST,WASHINGTON COURT HOUSE
1799528,O'BIERS TIRE & AUTO,19085 KINGS HWY,MONTROSS
1799528,O'BIERS TIRE & AUTO,19085 KINGS HWY,MONTROSS
2015277,O'NEILS AUTO REPAIR,549 GEORGES-FAIRCHANCE RD,UNIONTOWN
1795143,Oakies Tire,800 WEST WARREN STREET,SHELBY
1794705,OAKLEY TIRE STORE,1502 W MOORE AVE,TERRELL
1799001,OAKWOOD TIRE CO LLC,17580 N 450 E RD,FITHIAN
2020532,OCOEE TIRE & SERVICE,401 FRANKLIN STREET,OCOEE
1797847,OFE OIL INC,214 CHICAGO AVE.,PLATTSMOUTH
1797186,OFF ROAD CONNECTION,840 Batesville Blvd,Batesville
1799140,OFFICIAL 9TH STREET TIRE,2185 ROUTE 611,SWIFTWATER
1799286,Oil CIty Automotive,4 Relief Street,Oil City
1794523,OK TIRE,10636 CHICAGO DR.,ZEELAND
1935813,OK Tire,1808 W Wyatt Earp Blvd.,Dodge City
1793849,OK TIRE & AUTO,621 SOUTH STATE STREET,CLARKS SUMMIT
1799503,OK TIRE & AUTO,801 NORTH 1ST STREET,MCALESTER
1796281,OK TIRE OF HOPEWELL,2500 OAKLAWN BLVD.,HOPEWELL
1796281,OK TIRE OF HOPEWELL,2500 OAKLAWN BLVD.,HOPEWELL
1800633,OK TIRE WAREHOUSE,PO BOX 507,WINCHESTER
1800013,OKEMAH TIRE & AUTO,321 WEST COLUMBIA,OKEMAH
1796813,OLD JOES SERVICE CENTER,P O BOX 294,FACTORYVILLE
1801381,OLDHAMS AUTOMOTIVE SERVICE,322 STATE ROAD 16,ST. AUGUSTINE
1795105,Olean Class Cars,1207 WEST STATE STREET,OLEAN
1796457,OLIVER'S AUTO SALES,1140 HWY 98E,MCCOMB
1799984,OLYMPIC TIRE & WHEEL,494 MIDDLE RD,HAZLET
2027080,OLYMPIC TIRES,2360 WALL ST,CONYERS
1797446,ON CALL TIRE,11 EAST PAPAYA COVE,CONWAY
1797829,ON THE GO QUIK LUBE,3716 FALLSTON ROAD,SHELBY
1798761,OPTIMUS TIRE AND ALIGNMENT,12500 MAGNOLIA AVE.,RIVERSIDE
1798190,ORANGE SUPERIOR TIRE SERVICE,1213 NORTH 16TH STREET,ORANGE
1798029,ORANGETIRE,160 CAROLINE ST,ORANGE
1800925,OSBURN TIRE & AUTOMOTIVE,359 Amboy Rd,CONNEAUT
1801451,OSTLUND'S MARINE GARAGE,180 JUDD ST.,MARINE ON SAINT CROIX
1795960,OSWALT THOMAS SALES & SERVICE,160 W. CANAL,WABASH
1799317,OSWEGO AUTO & TRUCK,354 EAST AVE,OSWEGO
1794520,OSYKA TIRE,105 LIBERTY ST,OSYKA
1796922,"OTEGO TIRE & AUTO, LLC",339 COUNTY HIGHWAY 48,OTEGO
1797301,OUTDOOR POWER EQUIPMENT OF COLUMBIA,PO BOX 159,GASTON
1798750,OWENS TOWING,509 Highway 28 W,BELLE
1794740,Oxford A-1,208 RT 31,OXFORD
1799073,OXFORD AUTO & TIRE,215 STATE ROUTE 31 SOUTH,WASHINGTON
1801023,OXFORD TIRE INC,2601 W OXFORD LOOP,OXFORD
1797329,OXFORD TIRE LLC,109 E. PARK,TONKAWA
1799890,OZARK TIRE & AUTO LLC,1204 SOUTH 3RD STREET,OZARK
1794851,P & M EXHAUST SYSTEMS,11843 KEMPER SPRINGS DR,CINCINNATI
1797443,P & R TIRE,101 WEST STATE LINE,SOUTH  FULTON
1796196,P J's Tire,705 WEST MAIN STREET,CARLINVILLE
1797285,P&J AUTO CENTER,236 HWY 70 E,GLENWOOD
1795390,P&M WRECKER SVC AND AUTO CENTER,214 WEST MAIN STREET,DAVIS
1799137,P&R SERVICE,2757 W. JOHN BEERS ROAD,STEVENSVILLE
1799470,P2 FAST LUBE & MORE,512 5TH AVE SW,LARGO
1795377,Pace Tire,320 WEST BROAD STREET,CENTRAL CITY
1794555,PACO'S TIRES,1010 HOLCOMB STREET,SPRINGDALE
1798673,PAL-MAC SERVICE CENTER,2037 Daansen Rd,Palmyra
1797938,"PALESTINE TIRE CENTER, LLC.",109 CROCKETT,PALESTINE
1795744,PALMETTO TIRE OF SUMTER,29 E. WESMARK BLVD,SUMTER
1801294,PANCHO'S TIRE SHOP,400 S BROADWAY,LA PORTE
1796205,PANHANDLE COOP SYSTEM,PO BOX 2188,SCOTTSBLUFF
1801211,PANTHER LUBE & TIRE,1121 E. KASKASKIA,PAOLA
1795007,PARHAM'S SERVICE CENTER,1901 S SYCAMORE ST,PETERSBURG
1795007,PARHAM'S SERVICE CENTER,1901 S SYCAMORE ST,PETERSBURG
1798712,PARIS FORD INC. DBA PARIS QUICKLANE TIRE & AUTO,P.O. BOX 568,PARIS
1794275,PARK MANOR AUTOMOTIVE,1185 BULLDOG DR,ALLENTOWN
1801111,Park Tire,2256 Fort Street,Lincoln Park
1799989,PARKER TOWING & TIRE,712 W. SAM RAYBURN DRIVE,BONHAM
1795828,PARKS AUTOMOTIVE,625 W NORTH ST,DEFOREST
1795144,Parkway Cars and Tires,1015 SOUTH MAIN STREET,MORGANTOWN
1800185,Parrott Implement,396 E. BLAGROVE ST.,RICHWOOD
1798949,PARSLEY TIRE,2006 N MAIN ST,LONDON
1799435,PARSON INC,658 HANOVER KENDALL RD,HOOKSTOWN
1793930,"PARSONS TIRE & SERVICE, INC.",915 LYLEDALE ROAD,BENTON
2026904,Partners Tire & Auto,1031 West 5th Street,Lumberton
1800130,PASSERINIS AUTO SERVICE,10431 STATE RT 85,KITTANNING
1794684,Pastre Auto Service ,PO BOX 207,SMITHFIELD
1796970,PATRIOT AUTOMOTIVE,620 E FRANCIS AVE.,SPOKANE
1800765,PATRIOT TIRE,PO BOX 42,WALNUT GROVE
1898139,Patriot Tire & Auto,205 Fernhill Ave,Fort Wayne
1796194,PATRIOT TIRE & AUTO CARE,1611 WEST DUPONT,FORT WAYNE
1800444,PATRIOT TIRE & AUTO CARE,6205 BLUFFTON RD.,FT. WAYNE
1801244,Pats Brake and Lynns Garage,1200 BUSHKILL DRIVE,EASTON
1800454,Paul B. Wood Tires,1337 EAST 4TH STREET,BETHLEHEM
1795062,PAUL'S TIRE LLC,50-33RD STREET,WHEELING
1794881,PAULS DISCOUNT TIRE,2114 ELLISVILLE BLVD,LAUREL
1797903,PAULS GARAGE,7 CANAAN RD,WAYMART
1798987,Payne Service Center Inc,21363 SHAWNEETOWN ROAD,THOMPSONVILLE
1799012,PAYNE TIRE,605 N MITCHELL,CADILLAC
1794544,PAYNTER WHOLESALE TIRE,101 DAYTONA DR,WINCHESTER
1794610,PDB AUTO CARE,6466 CAHILL AVE.,INVER GROVE HEIGHTS
1797573,Peakes Garage & Auto,258 BREEZY BAY DR,GILBERT
1797258,PEASLEE'S SERVICE CENTER,16548 VETERANS MEMORIAL HIGHWAY,KINGWOOD
1797026,Pells Tire Service,38 WRIGHT ST.,COLDWATER
1794730,PENN FOREST GARAGE LLC,40 BOWMAN ROAD,JIM THORPE
1796182,PENROSE AUTO & TIRE REPAIR,302 BROADWAY,PENROSE
1799347,PENSAK TIRE INC.,586 NEWCOMB RD,FACTORYVILLE
1795583,PENSKE HONDA,11475 CLAY COURT,FISHERS
1800830,PEORIA PLAZA TIRE,1800 SW WASHINGTON ST.,PEORIA
1797383,PEPPERS SERVICE,226 MAIN ST.,BALSAM LAKE
2020884,PEREZ WHEELS AND TIRES,2475 SAN JACINTO AVE,SAN JACINTO
1794660,PERFORMANCE KIA,4250 BIRNEY AVE,MOOSIC
1904412,Performance Repair LLC,303 Sherman Street,Benedict
1794215,PERFORMANCE TIRE,903 FLORALA HWY,OPP
1794788,PERFORMANCE TIRE & AUTO OF FAYETTEVILLE INC.,110 BANKS CROSSING,FAYETTEVILLE
1796896,"PERFORMANCE TIRE & AUTO OF STOCKBRIDGE, INC.",110 BANKS CROSSING,FAYETTEVILLE
1798123,PERFORMANCE TIRE & LUBE,P O BOX 108,ELGIN
1796608,PERFORMANCE TIRE & WHEEL,1744 BARTLETT ROAD,MEMPHIS
1800048,Performance Tire and Auto,172 MAIN STREET,DELHI
1801055,"PERFORMANCE TIRE CENTER,",307 NORTH MAIN STREET,BLAKELY
1796495,PERFORMANCE TIRE INC.,2843 CALLE DE MOLINA,SANTA FE
1800473,Performance Truck & Trailer,9291 STATE ROUTE 13,THORNVILLE
1799783,PERFORMANCE TRUCK AND AUTO,1718 South Highway 144 Ste A ,GLEN ROSE
1801273,Perinton Auto Center,20 JEFFERSON AVE,FAIRPORT
1801253,PERRYVILLE TIRE CENTER,423 MAGNOLIA ST,PERRYVILLE
1947540,Pete's Tire & Service LLC,602 Arnett St.,Ropesville
1986831,Petersen Tire,2650 US Highway 34,Prescott
1794990,PETERSON SERVICES INC.,324 N. MITCHELL,CADILLAC
1800773,PETERSON TIRE & AUTO,3513 12TH STREET EAST,ELLENTON
1799707,PHELPS AUTO SUPPLY,305 N. MAIN ST.,SIGOURNEY
1797400,PHIL'S COUNTY LINE SERVICE,23680 US HWY 10,REED CITY
1795621,PHILIPPI DISCOUNT TIRE & SERVICE,144 1/2 NORTH MAIN,PHILIPPI
1795193,PHILLIP'S MOTORS,39801US HWY 280,SYLACAUGA
1798659,PHILLIPS CORNER GARAGE,25 PHILLIPS RD.,GOULDSBORO
1797210,PHILLIPS TIRE,PO BOX 867,SALYERSVILLE
1800605,PHILLIPS TIRE,812 N.E. 2ND,KERENS
1796454,PHILS AUTO & TIRE SERVICE INC,343 EAST CENTRAL AVE,CARLISLE
1798392,PHILS AUTOMOTIVE,1364 RT 104,ONTARIO
1794995,Phils Sunoco Service,531 SOUTH MAIN STREET,WILKES-BARRE
1799577,PHILS TIRE & AUTO REPAIR,39 THORTON PIKE,GRAFTON
1795388,PHOENIX AVE TIRE,1701 PHOENIX AVE,FORT SMITH
1801015,PIED PIPER MUFFLER AND TIRE,228 8TH STREET,NEW PHILADELPHIA
1799549,Piedmont Tire Company,1104 HWY 86,PIEDMONT
1798470,PILES CHEVROLET,30 FERGUSON BLVD,DRY RIDGE
1795416,PILOT MOUNTAIN RAPID LUBE,115 FOOTHILL DRIVE,PILOT MOUNTAIN
1795416,PILOT MOUNTAIN RAPID LUBE,115 FOOTHILL DRIVE,PILOT MOUNTAIN
1797143,PINE MOUNTAIN AUTO CARE,P0 B0X 1211,PINE MOUNTAIN
1797595,Pioneer Auto,PO BOX 627,PIONEER
1800676,PIONEER TIRE,129 N. MAIN ST.,WESTFIELD
2021435,Pioneer Tire Company,2024 W Pioneer Pkwy,Arlington
1793846,PIRTLE AUTOMOTIVE,15685 S. HWY 39,STOCKTON
1796799,PIT STOP AUTO & TIRE,E3442 HWY 12,MENOMONIE
1797518,PIT STOP AUTO SHOP,116 HAMPTON AVE,PICKENS
1797361,PIT STOP OIL & LUBE,491 NORTH PIKE STREET,GRAFTON
1798502,PIT STOP TIRE AND AUTO,620 DUTCH LAKE DR. STE 600,HOWARD LAKE
1799308,PITCHER PERFECT TIRE SERVICE,PO BOX 212,NEW SHARON
1798860,PITTSBURGH TIRE SERVICE INC,3301 SMALLMAN ST,PITTSBURGH
1796554,PITTSFORD AUTOMOTIVE,58 MONROE AVENUE,PITTSFORD
1793921,Pittsford Gas & Tire,PO BOX 122,PITTSFORD
1797561,PJ'S TIRE SHOP,265 WASHINGTON ST,ST ELIZABETH
1795228,PKG TIRE LLC DBA D & D TIRE AND AUTOMOTIVE,701 W FIRST ST.,RUSHVILLE
1972446,Plains Equity,206 E Indiana,Plains
1931384,Platt's Motors,2255 Oakland Rd,Dover
2026654,Plaza Auto Care,624 Greenville Blvd SE,Greenville
2026654,Plaza Auto Care,624 Greenville Blvd SE,Greenville
1798617,"PLUMLEE TIRE, INC","4081 HWY 62 SW, SUITE 2",MOUNTAIN HOME
1796064,Plymouth Quick Lube,11 TRUX STREET,PLYMOUTH
