Id,Name,Address1,City
2008661,hoffman's auto & tire inc,6000 49th st,kenosha
2008662,mc's pit stop,213 s. constitution,oak grove
2008663,sunbury frame and alignment,po box 229,sunbury
2008664,the tire shop,588 us hwy 45 north,henderson
2008665,tires plus inc,1059 ulster avenue,kingston
2008666,dally tire co,109 w chicago st,coldwater
2008667,len dudas motors inc,3305 main st,stevens point
2008668,beck's auto service,5680 micco road,sebastian
2008669,american auto tire & service,1092 akron road,wadsworth
2008670,aaa service,80 old portland road,north waterboro
2008671,nicholson tire,1286 damascus circle,blueridge
2008672,airport salvage llc,11170-a calvert road,mobile
2008673,ace tire & auto,4 drummond ave,waterville
2008674,wilder tire and auto llc,1510 star school rd,hastings
2008675,darrell's tire & alignment,1019 n. walnut,madison
2008676,"commercial tire services, inc",605 e north ave,glendale heights
2008677,commercial tire service,1105 n 30th,melrose park
2008678,kings grant citgo,428 n. lynnhaven road,virginia beach
2008679,simon's auto service,1830 lee rd,cleveland hieghts
2008680,tire max,706 burton st,madison
2008681,dick carroll inc.,200 douglas ave.,dunedin
2008682,kendall tire,w2971 hwy xx,montello
2008683,myron's precision automotive,3711 brookpark road,parma
2008684,center service inc.,118 york rd.,kings mountain
2008685,andrew automotive,107 lilly dr,stanford
2008686,kedronvalley garage,23 cowdrey path,south woodstock
2008687,lester glenn auto group,1854 charlton circle,toms river
2008688,bob's mobil service inc,740 main st,union grove
2008689,hams prairie automotive,8088 state rd c,fulton
2008690,yarber tire,810 hillman hwy,abingdon
2008691,covelo western auto,76381 covelo rd,covelo
2008692,johnson tire service,14056 big ridge rd,biloxi
2008693,"stilly's automotive, llc",117 s. burnham hwy.,lisbon
2008694,ewald bros tire and service,609 n maiin st,fairview
2008695,rapid tire service of newburgh inc,661 route 17k,montgomery
2008696,j & l tire,p0 b0x 497,johnson creek
2008697,menotti tire & repair,3099 hancock highway,equinunk
2008698,tnw automotive,2501 w. third st,bloomington
2008699,rainbow tire & service,po box 1330,callahan
2008700,miller tire,403 freeport st,saxonburg
2008701,eastern tire,1236 county road 813,cullman
2008702,alles tire and repair,14964 cleveland street,spring lake
2008703,roger's auto & tire supply,126 s. hughes ave.,morris
2008704,chippewa auto repair,24 north portage street,doylestown
2008705,young's muffler & tire,209 1/2 highland avenue,wister
2008706,pella motors,604 e oskaloosa st,pella
2008707,cross dillon tire,4101 west o st,lincoln
2008708,cross dillon tire,11403 s 153rd st,omaha
2008709,zima tire supply inc.,213 montauk highway,speonk
2008710,pittsburgh tire service,3301 smallman street,pittsburgh
2008711,w.l. roenigk inc.,798 ekastown rd,sarver
2008712,ok tire inc.,910 dowdell,st.helena
2008713,pohlman tire inc.,736 high street,hamilton
2008714,bk auto sales,7311 e us hwy 64,lexington
2008715,dedham wholesale tire,5218 washington street,west roxbury
2008716,hartford auto,hartford towing,hartford
2008717,"roman's muffler shop, llc",p 0 b0x 1196,collins
2008718,a w stubbendick,322 suzanne ave,springhill
2008719,griffiths discount tire inc,1110 hwy 13 n,columbia
2008720,quality tire & auto service,504 e central ave,belton
2008721,baity's tire service,240 sharon dr.,yadkinville
2008722,commercial tire - kalamazoo,1338 king hwy,kalamazoo
2008723,satch's automotive,p.o. box 117,frankford
2008724,lehigh tire,301 w broad st,hazelton
2008725,t & f tire supply co inc,533 market street,kingston
2008726,belford & parker tire service,5100 us 20a,cloverdale
2008727,hobs tire and automtive,926 7th avenue east,hendersonville
2008728,salerno tire corp.,p0 b0x 1232,sharon hill
2008729,tanner's used cars & trucks,13214 s. calhoun hwy.,arnoldsburg
2008730,bernard's tire,549 rowe pl.,davis
2008731,beaver tire,20 tuscarawas rd,vanport
2008732,archibald tire company,2410 eaststate street,hemitage
2008733,automax tire & auto center,po box 227,wellsboro
2008734,christian brothers automotive - woodway,101 archway drive,woodway
2008735,bienies body shop & repair,126 n. poplar st.,ottawa
2008736,lou's auto repair,3580 route 9 south,freehold
2008737,gronli company inc - dba town & country tire,10460 72nd st ne,spicer
2008738,rydell auto outlet & garage,2375 highway 10,mound sview
2008739,valley tire and tackle,11211 n. highway 3,fort jones
2008740,country tire,po box 8,blair
2008741,terrys tire and service,p0 b0x 272,ozark
2008742,k&m tires & services llc,2435 south airport road west,traverse city
2008743,russom's tire,p.o. box 448,rutherford
2008744,top shelf tires inc.,9617 us 10,ramsey
2008745,stones southside service,1002 south b street,washington
2008746,kendall park station,3520 rt 27,kendall park
2008747,huntingdon discount tire,123 dillahunty lane,huntingdon
2008748,aplus tire and lube,615 w historic rte 66,waynesville
2008749,modica bros ltd.,3615 washington blvd.,beaumont
2008750,tires direct inc.,2800 fowler,ft myers
2008751,louetta tire & brakes,5139 louetta rd.,spring
2008752,berlin city,12 moccasin ave.,grand isle
2008753,wellston lube & repair,p.o. box 209,wellston
2008754,len automotive,6349 kennedy blvd,north bergen
2008755,andys express service,441 s. getty,uvalde
2008756,bellbrook automotive,3100 e dorothy lane,kettering
2008757,conway tire & battery,2201 harkrider st.,conway
2008758,t. p. tire service inc,1265 guintoli lane,arcata
2008759,mccartys machinery,9880 susquehanna trail,muncy
2008760,shirlington service center,2817 s quincy st.,arlington
2008761,mount kisco shell,513 main street,mount kisco
2008762,mike 'garage,83 centre ave,secaucas
2008763,blundy hoppes tire and auto clinic,3765 s. state rd,ionia
2008764,milford tire products inc,244 south main st,hopedale
2008765,smolic tire inc,886 east 200 st,cleveland
2008766,webb's marathon,164 e main st,centerburg
2008767,narrows quick lube & carwash,2721 virginia avenue,narrows
2008768,frederickton marathon,17391 zolman rd,fredericktown
2008769,ellers fuel & wrecker service,206 north main street,robbinsville
2008770,chubs battery & tire,1011 s olive street,chelsea
2008771,waynes auto service,2522 black river street,deckerville
2008772,roberts automotive service,1420 jungs station rd,st charles
2008773,a1 tire & wheel inc.,106 brown st.,vacaville
2008774,mobile mikes,2233 morse road,columbus
2008775,western auto,1307 albert pike road,hot springs
2008776,brant chain saw,230 county rd 317,chamois
2008777,waynes auto care center,671 bloomingburg road,bloomingburg
2008778,gomera feliciano,hc 01 box 6600-1,moca
2008779,dice tire,7061 carlisle pike,carlisle
2008780,radial tire service,2500 cottage way,sacramento
2008781,royal car care and tire,28954 lorain rd #200,olmsted
2008782,jochmans inc,w2038 industrial dr,kaukauna
2008783,pryors auto spot,8410 highway 111,byrdstown
2008784,rossi bros tire and service,81 north sanborn road,salinas
2008785,kesler tire service inc,1520 atlanta hwy,gainesville
2008786,tri state tire service,399 lake hurst rd,browns mills
2008787,southern tire mart,12618 west i-20 e,odessa
2008788,wendt tire & service,1788 highway 63,traer
2008789,randy's tire & auto service,30 center point rd,steelville
2008790,c&a auto service,287 route 6,mahopac
2008791,t&m tire service inc.,9565 n industrial dr,st. john
2008792,alray tire of morganton,226 carbon city rd,morganton
2008793,dave & deans quality tire inc,166 hwy 51 north,woodruff
2008794,jimmy's tire & auto,3759 virginia ave,collinsville
2008795,gener tire & auto,315 north associated rd,brea
2008796,jacks tire service inc,2840 s locust st,grand island
2008797,"lanning tire sales, inc.",1235 n. lime ave,sarasota
2008798,roel enterprises inc. dba pine hollow auto care,247 pine hollow road,oyster bay
2008799,cloverdale automotive & tires,210 s cloverdale blvd,cloverdale
2008800,idols tire llc,1032 east king street,boone
2008801,don lee's tire,3500 lake woodard dr.,raleigh
2008802,"yoder tire service,llc",112 oglethorpe rd,montezuma
2008803,jay & bills tire service,1282 petaluma blvd north,petaluma
2008804,bagwell mathis tire,p.o. box 176,cumming
2008805,neils tire and wheel,2093 live oak blvd,yuba city
2008806,van kleek's tire inc,po box 617,lake katrine
2008807,cobb tire,301 university ridge,greenville
2008808,jd tire,330 flood rd,wester;p
2008809,frank's tire & auto,1210 lincoln rd m-89,allegan
2008810,genes tire,872 gap newport pike,cochranville
2008811,route 66 tire service,209 s old rt 66,dwight
2008812,"all about tires, inc.",1546 old baltimore pike,toughkenamon
2008813,harrington's service,121 kennedy blvd,bayonne
2008814,puleo's auto clinic,239 route 31 south,washington
2008815,alex and angels tires,5443 shattuck ave,oakland
2008816,creamery tire,p0 b0x 8,creamery
2008817,rudys gto - prospect valley,113 central ave,wiggins
2008818,ingram's tire sale,po box 32,clinton
2008819,hillsboro tire & service,124 s. covington st.,hillsboro
2008820,van wall equipment inc - onawa,1710 w lane st,onawa
2008821,whites auto,36000 reber rd,sibley
2008822,bruces tire enterprise,302 n. cherokee lane,lodi
2008823,kingston car care,po box 1125,kingston
2008824,souza's tire service inc,153 cleveland ave.,auburn
2008825,stephens tire,238 s. state,caro
2008826,tony's tires & wheels,2067 south main street,waterbury
2008827,tom hodges tire service center,24179 tom hodges dr,hollywood
2008828,stacey's auto care,4370 state route 725,bellbrook
2008829,"homestead motors, llc",11401 kaw drive,kansas city
2008830,land's tire center,po box 1934,chester
2008831,"schooley's tire service, inc.",5431 n galena rd,peoria heights
2008832,rapid tire exchange,953 hwy 80 e,clinton
2008833,g.t.w of tampa,4317 e. columbus dr.,tampa
2008834,valley tire auto service inc,999 industrial park drive,nazareth
2008835,eastside subaru,11803 ne 116th st,kirkland
2008836,duffys penfield automotive,1847 penfield rd,penfield
2008837,elmo tire inc.,3688 loveland rd.,youngstown
2008838,m/t oakwood tire,2110 riverwood drive,gainesville
2008839,sun service center,291 valley blvd,woodridge
2008840,bozich geiger group,1124 galloway dr,woodstock
2008841,dch toyota,4 pippin ln,wappingers falls
2008842,o.k. tire store inc.,3425 hwy. 431,roanoke
2008843,parker tire service,5100 us 20 a,delta
2008844,porcaro mitsubishi,6107 washington ave,racine
2008845,reeds auto repair,20578 sussex highway,seaford
2008846,the tire store,p.o. box 1191,pinedale
2008847,fannon brothers tire,po box 718,pennington gap
2008848,mcgee's country store,10831 nc hwy 50 north,benson
2008849,tdc auto repair,230 old rte 32,saugerties
2008850,tires plus of bemidji,2525 middle school road nw,bemidji
2008851,s & s auto repair,842 diplomat dr ste 103d,debary
2008852,hometown tire,91 east washington,jamestown
2008853,spruce pine tire service,p0 b0x 543,spruce pine
2008854,"davis tire & retreading, inc",2137 greensboro ave,tuscaloosa
2008855,metro imports,5850 stadium dr,kalamazoo
2008856,gratiot wheel & tire,28335 gratiot,roseville
2008857,finish line tire & lube,714 hwy 59 n,atlanta
2008858,maines service station inc service,227 e walton ave,altoona
2008859,lincoln tire & service,2829 hwy 33 north,ruston
2008860,randall tire,10149 st hwy 16,sparta
2008861,gold cross ambulance,799 ridge top cir,n salt lake
2008862,corbin alignment and tire shop,1319 moore street,huntingdon
2008863,jackson tire service inc,801 state highway 49,jackson
2008864,timmy tire,389 anderson rd,east tawas
2008865,hazlehurst tire co inc,17027 hwy 51,hazlehurst
2008866,cuevas tire,619 n. sanborn rd.,salinas
2008867,gilbert services,917 j street,auburn
2008868,dewitt tire,p.o. box 1651,sonoma
2008869,sexton automotive of oak ridge,799 oak ridge turnpike,oak ridge
2008870,landons tire,611 windham rd,willimatic
2008871,bellino's true tread tire,4478 boardman canfield rd,canfield
2008872,lantz tire service,220 north esplanade,cuero
2008873,seybert's auto service,822 state rt. 68,east brady
2008874,"j & h tire, inc dba j & h demotte",po box 182,demotte
2008875,montrose supply center,60 industrial drive,montrose
2008876,jansky service,p0 b0x 337,poth
2008877,auto & tire service specialists,449 east waterloo road,akron
2008878,master tire & accessories inc,905 west columbia st.,evansville
2008879,silver city tire & automotive,6546 highway 9 south,dawsonville
2008880,"don's tire & truck service, inc.",405 east interstate 20,big spring
2008881,addis tire and service,7269 la hwy 1 south,addis
2008882,mcdonald tire 2 llc dba mcdonald tire #2,10020 florida blvd,baton rouge
2008883,blow out tire co.,19925 al. hw 22,clanton
2008884,boyd's tire,32 tabernacle road,columbus
2008885,floyd's tire & auto repair,482 s. beechtree,grand haven
2008886,albrechts auto repair inc,11 creek rd,pleasant valley
2008887,snowfire auto,100 us rte 2,waterbury
2008888,sears tire & auto llc.,80 pamela ct,fuquay varina
2008889,wagner tire,110 boone square,hillsborough
2008890,stuart's service center,p o box 400,st ignatius
2008891,crawford tire llc,332 s pitts,marshfield
2008892,centerville service center,140 n. main st,centerville
2008893,integrity tire,11974 willow grove rd,camden
2008894,details auto care ii,5 coshocton ave,mount vernon
2008895,parker auto supply,111 south fairway,fairfield
2008896,s & s auto,1620 paterson plank rd,secaucas
2008897,the ultimate tire shop ltd,582 main st,poughkeepsie
2008898,integra performance inc - fox river tire,20 n 17th st,st charles
2008899,davis bros inc,351 e 1st street,akron
2008900,tire buyer's & auto care,6851 rising sun avenue,philadelphia
2008901,k&j auto inc.,2 dinev court,monroe
2008902,superior dealer group,4777 springgrove ave,cincinnati
2008903,coops garage & fastlube,803 east main st,cushing
2008904,j & g tire center,#16 cr 1004,new boston
2008905,"wichard oil, llc",518 w. plane st.,bethel
2008906,highlands tire & service,1257 holly pike,carlisle
2008907,nolts tire service,3022 state route 96,waterloo
2008908,jason's service station,p0 b0x 207,ratliff city
2008909,manheim tire & auto center inc.,1018 lancaster road,manheim
2008910,warrior tire & appliance,1204 w 10th,benham
2008911,terrys tire & tow,311 east prairie street,boscobel
2008912,auto city service dba south lyon tire,4180 e. commerce rd,commerce township
2008913,joes tire,875 shamrock dr,barnesville
