,Business Name,Address,City,State,Membership/Store Number,Tire Brands Carried,Sales Group,Cooper Region,Date Registered,User Status,Points Earned,Courses Complete,Generated Key,Edit Distance,IsMatch,Activity Score,Heirarchy
1092,Osburn Tire & Automotive,398 Main Street,Conneaut,Ohio,589511,Both,Eastern Territory 06,Eastern,02/24/2015,Enabled,976.0,55,osburnti398mainsconneaut,16,NotDupe,High,G
2103,Oscar Tires,602 s. robinson dr,waco,Texas,338392,Cooper,South Central Territory 04,South Central,07/14/2015,Enabled,521.0,35,oscartir602srobiwaco,19,NotDupe,High,Unique
1521,OUTLAW MOTORS,2000 W MAIN,NEW CASTLE,Wyoming,325543,Cooper,Western Territory 06,Western,04/07/2015,Enabled,770.0,54,outlawmo2000wmainewcastl,20,NotDupe,High,Unique
4326,overdrive inc,12 renwick ave,kings park,New York,1,Cooper,Eastern Territory 07,Eastern,09/12/2016,Enabled,5.0,3,overdriv12renwickingspar,20,NotDupe,Low,Unique
501,Ovie Lee's Tire Company,1403 Bus. Loop 70 E,Columbia,Missouri,801016,Mastercraft,Mid West Territory 07,Midwest,12/19/2014,Enabled,1384.0,68,ovielees1403buslcolumbia,0,Dupe,High,G
499,Ovie Lee's Tire Company,1403 Bus. Loop 70 E,Columbia,Missouri,801016,Mastercraft,Mid West Territory 07,Midwest,12/19/2014,Enabled,1449.0,68,ovielees1403buslcolumbia,20,NotDupe,High,G
1772,Oxford Tire,109 E Park Ave,Tonkawa,Oklahoma,498020,Both,South Central Territory 02,South Central,04/29/2015,Enabled,239.0,20,oxfordti109eparktonkawa,21,NotDupe,High,Unique
2825,Pace Tire Center,320 West Broad ST,Central City,Kentucky,1095244,Mastercraft,South Central Territory 05,South Central,11/06/2015,Enabled,200.0,11,pacetire320westbcentralc,0,Dupe,High,G
2241,Pace Tire Center,320 West Broad ST,Central City,Kentucky,236499,Mastercraft,South Central Territory 05,South Central,08/06/2015,Enabled,1105.0,67,pacetire320westbcentralc,18,NotDupe,High,G
5146,Pacific Tire Distributors,2750 N Hayden Island Drive,Portland,Oregon,,Both,Western Territory 05,Western,04/18/2017,Enabled,5.0,2,pacifict2750nhayportland,20,NotDupe,Low,Unique
4817,Page County Tire and Auto,1138 East Main Street,Luray,Virginia,,Both,South Atlantic Territory 04,South Atlantic,01/27/2017,Enabled,1069.0,81,pagecoun1138eastluray,17,NotDupe,High,Unique
1669,Pageland Tire,1448 Hwy 601 North,Pageland,South Carolina,15471,Cooper,South Atlantic Territory 03,South Atlantic,04/23/2015,Enabled,5.0,2,pageland1448hwy6pageland,0,Dupe,Low,G
4598,Pageland Tire Country,1448 Hwy 601 North,Pageland,South Carolina,15471,Cooper,South Atlantic Territory 03,South Atlantic,12/02/2016,Enabled,0.0,1,pageland1448hwy6pageland,19,NotDupe,Low,G
5533,Page Tire & Auto,633 East Main Street,Luray,Virginia,1802746,Cooper,South Atlantic Territory 04,South Atlantic,08/03/2017,Enabled,0.0,0,pagetire633eastmluray,0,Dupe,No Activity,G
5531,Page Tire & Auto,633 East Main Street,Luray,Virginia,1802746,Cooper,South Atlantic Territory 04,South Atlantic,08/02/2017,Enabled,5.0,3,pagetire633eastmluray,18,NotDupe,Low,G
4409,pal-mac service center llc,1910 state route 31,macedon,New York,645376,Mastercraft,Eastern Territory 05,Eastern,10/06/2016,Enabled,55.0,4,palmacse1910statmacedon,16,NotDupe,Low,Unique
124,PALM BEACH TIRE PROS,1360 HYPOLUXO RD.,LANTANA,Florida,398863114294,Cooper,South Atlantic Territory 06,South Atlantic,07/09/2014,Enabled,25.0,5,palmbeac1360hypolantana,18,NotDupe,Low,Unique
2362,Palmer Tire,305 Southland Dr,Lexington,Kentucky,988691,Cooper,South Central Territory 05,South Central,09/01/2015,Enabled,85.0,7,palmerti305southlexingto,0,Dupe,Medium,G
5542,Palmer Tire,305 SOUTHLAND DR,LEXINGTON,Kentucky,1813505,Cooper,South Central Territory 05,South Central,08/04/2017,Enabled,225.0,11,palmerti305southlexingto,20,NotDupe,High,G
588,Panhandle Coop,401 S Beltline Hwy W,Scottsbluff,Nebraska,36095532670PND,Both,Mid West Territory 08,Midwest,01/21/2015,Enabled,335.0,17,panhandl401sbeltscottsbl,15,NotDupe,High,Unique
5404,PANHANDLE COOPERATIVE,PO BOX 268,,,,,,,,,,0,panhandlpobox268nan,19,NotDupe,No Activity,Unique
4592,PAR Enterprises LLC.,16589 Hwy 52,Wiggins,Colorado,26074,Cooper,Western Territory 01,Western,11/30/2016,Enabled,5.0,3,parenter16589hwywiggins,17,NotDupe,Low,Unique
2041,Parker Auto Supply,111 S Fairway,Fairfield,Texas,TJ095/841204,Both,South Central Territory 01,South Central,06/26/2015,Enabled,4.0,2,parkerau111sfairfairfiel,16,NotDupe,Low,Unique
558,PARKER TIRE AND SERVICE CENTER,1508 GILMER AVE,TALLASSEE,Alabama,140923,Both,South Central Territory 03,South Central,01/15/2015,Enabled,1570.0,89,parkerti1508gilmtallasse,18,NotDupe,High,Unique
2850,Parks Automotive,625 W. North St.,DeForest,Wisconsin,,Both,Mid West Territory 05,Midwest,11/11/2015,Enabled,105.0,6,parksaut625wnortdeforest,20,NotDupe,Medium,Unique
1496,Parma Tire & Automotive,1145 Pearl Rd,Brunswick,Ohio,105685,Both,Eastern Territory 06,Eastern,04/05/2015,Enabled,75.0,6,parmatir1145pearbrunswic,19,NotDupe,Medium,Unique
4399,Parsell's Auto Service,616 Main Street S,Southbury,Connecticut,7549031,Cooper,Eastern Territory 04,Eastern,10/04/2016,Enabled,35.0,6,parsells616mainssouthbur,17,NotDupe,Medium,Unique
4523,Pat Gibbons Ltd.,12 Railway Avenue,Neilburg,Saskatchewan,321182,Cooper,,,11/15/2016,Enabled,373.0,38,patgibbo12railwaneilburg,19,NotDupe,High,Unique
107,Pathway Hyundai,1375 Youville Drive,Orleans,Ontario,648084,Cooper,,,07/07/2014,Enabled,381.0,29,pathwayh1375youvorleans,20,NotDupe,High,Unique
2131,pattons exxon,402 N. 4th St.,crockett,Texas,1,Both,South Central Territory 01,South Central,07/16/2015,Enabled,1535.0,89,pattonse402n4thscrockett,18,NotDupe,High,Unique
5528,paynter tire,101 DAYTONA DR,winchester,Kentucky,1794544,Mastercraft,South Central Territory 05,South Central,08/02/2017,Enabled,98.0,11,payntert101daytowinchest,20,NotDupe,High,Unique
5625,PEACHEY AUTO REPAIR SERVICE,,,,,,,,,,,0,peacheyanannan,18,NotDupe,No Activity,Unique
3386,Pearson Tire,265 South 100 West,Provo,Utah,,Cooper,Western Territory 01,Western,02/01/2016,Enabled,212.0,30,pearsont265southprovo,0,Dupe,High,G
3333,Pearson Tire,265 South 100 West,Provo,Utah,,Cooper,Western Territory 01,Western,01/26/2016,Enabled,5.0,3,pearsont265southprovo,11,NotDupe,Low,G
3351,Pearson Tire Richfield,640 South Cove View Road,Richfield,Utah,229422,Cooper,Western Territory 01,Western,01/27/2016,Enabled,5.0,2,pearsont640southrichfiel,19,NotDupe,Low,Unique
1819,Pekar's Auto Repair & Lube,,,,,,,,,,,0,pekarsaunannan,17,NotDupe,No Activity,Unique
3774,Peoria Plaza Tire,1800 Sw washington,Peoria,Illinois,905755,Mastercraft,Mid West Territory 05,Midwest,04/08/2016,Enabled,945.0,63,peoriapl1800swwapeoria,19,NotDupe,High,Unique
2193,Pep Boys,3111 West Allegheny Avenue,Philadelphia,Pennsylvania,,Cooper,Eastern Territory 07,Eastern,07/30/2015,Enabled,174.0,22,pepboys3111westphiladel,19,NotDupe,High,Unique
1586,Perfection Tire,1030 s grand ave,pullman,Washington,,Cooper,Western Territory 05,Western,04/14/2015,Enabled,259.0,26,perfecti1030sgrapullman,13,NotDupe,High,Unique
357,Perfection Tire,1400 west main,middleton,Idaho,,Cooper,Western Territory 06,Western,10/24/2014,Enabled,2.0,0,perfecti1400westmiddleto,0,Dupe,No Activity,G
327,Perfection Tire,1400 west main,middleton,Idaho,,Cooper,Western Territory 06,Western,10/11/2014,Enabled,430.0,36,perfecti1400westmiddleto,0,Dupe,High,G
444,Perfection Tire,1400 west main,middleton,Idaho,,Cooper,Western Territory 06,Western,11/29/2014,Enabled,589.0,40,perfecti1400westmiddleto,15,NotDupe,High,G
1337,Perfection Tire,2525 s union st,kennewick,Washington,227047,Both,Western Territory 05,Western,03/24/2015,Enabled,5.0,4,perfecti2525sunikennewic,14,NotDupe,Low,Unique
2644,Perfection Tire,3009 South mt Vernon St,Spokane,Washington,,Cooper,Western Territory 05,Western,10/12/2015,Enabled,1165.0,73,perfecti3009soutspokane,10,NotDupe,High,Unique
3907,PERFECTION TIRE,302 W SELTICE WAY,POST FALLS,Idaho,,Both,Western Territory 05,Western,05/10/2016,Enabled,25.0,5,perfecti302wseltpostfall,13,NotDupe,Low,Unique
5324,perfection tire,311 w. walnut,newport,Washington,,Cooper,Western Territory 05,Western,06/08/2017,Enabled,107.0,9,perfecti311wwalnnewport,15,NotDupe,Medium,Unique
5134,Perfection Tire and Auto,476927 Hwy 95 N,Ponderay,Idaho,,Cooper,Western Territory 05,Western,04/11/2017,Enabled,4.0,2,perfecti476927hwponderay,16,NotDupe,Low,Unique
3753,Perfection Tire,553 Thain Road,Lewiston,Idaho,,Cooper,Western Territory 05,Western,04/04/2016,Enabled,426.0,37,perfecti553thainlewiston,15,NotDupe,High,Unique
5598,Perfection Tire,604 2nd Avenue East,Spokane,Washington,,Cooper,Western Territory 05,Western,08/16/2017,Enabled,0.0,0,perfecti6042ndavspokane,2,Dupe,No Activity,G
5018,Perfection Tire,604 E 2nd Ave,Spokane,Washington,,Both,Western Territory 05,Western,03/14/2017,Enabled,5.0,3,perfecti604e2ndaspokane,4,NotDupe,Low,G
2844,Perfection Tire,604 East 2nd Avenue,Spokane,Washington,,Cooper,Western Territory 05,Western,11/10/2015,Enabled,75.0,6,perfecti604east2spokane,0,Dupe,Medium,G
1875,Perfection Tire,604 East 2nd Avenue,Spokane,Washington,,Cooper,Western Territory 05,Western,05/12/2015,Enabled,175.0,9,perfecti604east2spokane,7,NotDupe,Medium,G
3568,Perfection Tire,9602 N. Division St.,Spokane,Washington,,Cooper,Western Territory 05,Western,03/03/2016,Enabled,1105.0,75,perfecti9602ndivspokane,1,Dupe,High,G
3578,Perfection Tire,9602 N. Division St.,Spokne,Washington,,Both,Western Territory 05,Western,03/05/2016,Enabled,155.0,10,perfecti9602ndivspokne,18,NotDupe,Medium,G
5408,performance plus tire,3910 cherry ave,long beach,California,201501,Cooper,Western Territory 02,Western,06/27/2017,Enabled,25.0,3,performa3910cherlongbeac,0,Dupe,Low,G
5409,Performance Plus,3910 Cherry Av.,long Beach,California,,Both,Western Territory 02,Western,06/27/2017,Enabled,0.0,0,performa3910cherlongbeac,0,Dupe,No Activity,G
5403,Performance Plus Tire,3910 cherry ave,long beach,California,,Cooper,Western Territory 02,Western,06/26/2017,Enabled,5.0,3,performa3910cherlongbeac,0,Dupe,Low,G
2361,Performance Plus Tire & Auto,3910 Cherry Avenue,Long Beach,California,,Both,Western Territory 02,Western,08/31/2015,Enabled,2.0,0,performa3910cherlongbeac,0,Dupe,No Activity,G
4393,PERFORMANCE PLUS TIRE,3910 CHERRY AVE,LONG BEACH,California,,Cooper,Western Territory 02,Western,10/03/2016,Enabled,75.0,6,performa3910cherlongbeac,0,Dupe,Medium,G
5390,Performance Plus Tire & Automotive,3910 Cherry Ave,Long Beach,California,,Both,Western Territory 02,Western,06/22/2017,Enabled,5.0,4,performa3910cherlongbeac,0,Dupe,Low,G
5456,Performance Plus,3910 Cherry Av.,long Beach,California,,Cooper,Western Territory 02,Western,07/06/2017,Enabled,0.0,0,performa3910cherlongbeac,0,Dupe,No Activity,G
2208,Performance Plus Tire & Auto,3910 Cherry Avenue,Long Beach,California,,Cooper,Western Territory 02,Western,07/31/2015,Enabled,55.0,8,performa3910cherlongbeac,0,Dupe,Medium,G
5394,Performance Plus Tire,3910 Cherry Av,Long Beach,California,,Cooper,Western Territory 02,Western,06/24/2017,Enabled,25.0,3,performa3910cherlongbeac,20,NotDupe,Low,G
4952,Perkins Tire and Service Center Inc,13384 US Hwy 29,Chatham,Virginia,13384,Cooper,South Atlantic Territory 02,South Atlantic,02/26/2017,Enabled,0.0,0,perkinst13384ushchatham,0,Dupe,No Activity,G
4951,Perkins Tire and Service Center Inc,13384 US Hwy 29,Chatham,Virginia,1803690,Cooper,South Atlantic Territory 02,South Atlantic,02/26/2017,Enabled,0.0,0,perkinst13384ushchatham,17,NotDupe,No Activity,G
2352,Perry Automotive,54791 SR 19,Elkhart,Indiana,,Cooper,Mid West Territory 04,Midwest,08/28/2015,Enabled,25.0,3,perryaut54791sr1elkhart,18,NotDupe,Low,Unique
2989,Peterson Services,,,,,,,,,,,0,petersonnannan,0,Dupe,No Activity,G
2933,Peterson Services,,,,,,,,,,,0,petersonnannan,0,Dupe,No Activity,G
2932,Peterson Services,,,,,,,,,,,0,petersonnannan,0,Dupe,No Activity,G
3051,Peterson Services,,,,,,,,,,,0,petersonnannan,14,NotDupe,No Activity,G
3817,Pete's Tire Barn,175 East Main ST.,Orange,Massachusetts,,Cooper,Eastern Territory 04,Eastern,04/20/2016,Enabled,5.0,3,petestir175eastmorange,1,Dupe,Low,G
922,Pete's Tire Barns,275 East Main St.,Orange,Massachusetts,,Cooper,Eastern Territory 04,Eastern,02/11/2015,Enabled,45.0,10,petestir275eastmorange,11,NotDupe,Medium,G
979,Pete's Tire Barns,591 west broadway,Gardner,Massachusetts,,Cooper,Eastern Territory 04,Eastern,02/13/2015,Enabled,25.0,5,petestir591westbgardner,21,NotDupe,Low,Unique
2952,Phil's County Line Service,23680 W US10,Reed City,Michigan,506580,Mastercraft,Mid West Territory 03,Midwest,12/01/2015,Enabled,5.0,2,philscou23680wusreedcity,18,NotDupe,Low,Unique
2363,P & H TIRE COMPANY,301 E CRESTWOOD,VICTORIA,Texas,96542245271,Cooper,South Central Territory 01,South Central,09/01/2015,Enabled,4.0,1,phtireco301ecresvictoria,21,NotDupe,Low,Unique
512,Pikeville Tire and Gas,204 S Goldsboro St,Pikeville,North Carolina,134739,Both,South Atlantic Territory 02,South Atlantic,12/23/2014,Enabled,65.0,6,pikevill204sgoldpikevill,19,NotDupe,Medium,Unique
3953,Pilot Mountain Rapid Lube,115 Foothill Drive,Pilot Mountain,North Carolina,242535,Mastercraft,South Atlantic Territory 02,South Atlantic,05/19/2016,Enabled,5.0,3,pilotmou115foothpilotmou,16,NotDupe,Low,Unique
3007,Pilot Wheels Distribution,3010 Boul Losch,Saint-Hubert,Quebec,,Cooper,,,12/08/2015,Enabled,946.0,64,pilotwhe3010boulsainthub,0,Dupe,High,G
3627,Pilot Wheels Distribution,3010 Boul Losch,Saint-Hubert,Quebec,,Both,,,03/14/2016,Enabled,985.0,76,pilotwhe3010boulsainthub,0,Dupe,High,G
2668,Pilot Wheels Distribution,3010 Boul Losch,Saint-Hubert,Quebec,,Cooper,,,10/14/2015,Enabled,1160.0,72,pilotwhe3010boulsainthub,20,NotDupe,High,G
1000,Pinkus Tire & Battery Kingdom,4358 County Road 31,Williamsburg,Ontario,,Cooper,,,02/17/2015,Enabled,399.0,27,pinkusti4358counwilliams,0,Dupe,High,G
1568,Pinkus Tire & Battery Kingdom,4358 County Road 31,williamsburg,Ontario,,Cooper,,,04/14/2015,Enabled,4.0,2,pinkusti4358counwilliams,20,NotDupe,Low,G
5626,Pioneer Tire,2024 W Pioneer pkwy,arlington,Texas,,Both,South Central Territory 06,South Central,08/22/2017,Enabled,165.0,9,pioneert2024wpioarlingto,20,NotDupe,Medium,Unique
3569,Pirtle Automotive LLC,15685 s hwy 39,stockton,Missouri,0006pir300,Mastercraft,Mid West Territory 07,Midwest,03/03/2016,Enabled,5.0,3,pirtleau15685shwstockton,0,Dupe,Low,G
3570,Pirtle Automotive LLC,15685 s hwy 39,stockton,Missouri,0006PIR300,Mastercraft,Mid West Territory 07,Midwest,03/03/2016,Enabled,2.0,0,pirtleau15685shwstockton,19,NotDupe,No Activity,G
4389,Pit Stop Automotive Center,e3442 cty hwy 12,menomonie,Wisconsin,437079,Mastercraft,Mid West Territory 05,Midwest,09/29/2016,Enabled,570.0,30,pitstopae3442ctymenomoni,3,Dupe,High,G
2730,Pit Stop Auto & Tire Center,E3442 US Hwy 12,menomonie,Wisconsin,437079,Cooper,Mid West Territory 05,Midwest,10/21/2015,Enabled,105.0,7,pitstopae3442ushmenomoni,18,NotDupe,Medium,G
3503,P&J Auto Center,236 Hwy 70 E,Glenwoood,Arkansas,492235,Mastercraft,South Central Territory 02,South Central,02/18/2016,Enabled,496.0,50,pjautoce236hwy70glenwooo,20,NotDupe,High,Unique
5069,PJ'S TIRE AND SERVICE,705 W MAIN,CARLINVILLE,Illinois,1796196,Mastercraft,Mid West Territory 07,Midwest,03/24/2017,Enabled,0.0,0,pjstirea705wmaincarlinvi,1,Dupe,No Activity,G
492,PJ'S TIRE & SERVICE,705 W MAIN,CARLINVILLE,Illinois,359663,Mastercraft,Mid West Territory 07,Midwest,12/19/2014,Enabled,1792.0,66,pjstires705wmaincarlinvi,20,NotDupe,High,G
4700,Plaza Tire & Auto Service,17317 Penn Valley dr,Penn Valley,California,,Cooper,Western Territory 07,Western,12/30/2016,Enabled,2.0,0,plazatir17317penpennvall,20,NotDupe,No Activity,Unique
2079,plymouth tire & service,2150 n oak drive,plymouth,Indiana,875447,Cooper,Mid West Territory 04,Midwest,07/08/2015,Enabled,1195.0,8,plymouth2150noakplymouth,21,NotDupe,Medium,Unique
5303,Pmc tire Inc.,1155 rue Galt,Sherbrooke,Quebec,1811289,Cooper,,,06/06/2017,Enabled,0.0,0,pmctirei1155ruegsherbroo,21,NotDupe,No Activity,Unique
1843,Pneu.ca,5590 Cypihot,Montreal,Quebec,,Cooper,,,05/07/2015,Enabled,25.0,4,pneuca5590cypimontreal,17,NotDupe,Low,Unique
3360,Pneumatic Tire Co,6914 Gateway Blvd East,El Paso,Texas,,Cooper,Western Territory 03,Western,01/27/2016,Enabled,5.0,2,pneumati6914gateelpaso,18,NotDupe,Low,Unique
2695,Pneus Saint-Hubert,4616 boul Kimber,Saint-Hubert,Quebec,,Cooper,,,10/18/2015,Enabled,807.0,60,pneussai4616boulsainthub,16,NotDupe,High,Unique
2576,Pneus Xtr,420 Ch Joliette,St-F?lix de Valois,Quebec,295346,Cooper,,,10/05/2015,Enabled,5.0,2,pneusxtr420chjolstflixde,21,NotDupe,Low,Unique
67,POMPENDER'S AUTO,2852 RTE.20/ P.O. BOX 108,SHERIDAN,New York,396716,Cooper,Eastern Territory 06,Eastern,07/01/2014,Enabled,205.0,17,pompende2852rte2sheridan,0,Dupe,High,G
224,POMPENDER'S AUTO,2852 RTE.20/ P.O. BOX 108,sheridan,New York,396716,Cooper,Eastern Territory 06,Eastern,08/20/2014,Enabled,818.0,30,pompende2852rte2sheridan,19,NotDupe,High,G
5388,Pope Tire Warehouse & Service Center,11000 Bower Ave,Hagerstown,Maryland,1937007,Cooper,South Atlantic Territory 04,South Atlantic,06/22/2017,Enabled,5.0,3,popetire11000bowhagersto,19,NotDupe,Low,Unique
3185,PORTAGE TIRE & AUTO,3520 SCOTTSDALE,PORTAGE,Indiana,487823Portage,Cooper,Mid West Territory 05,Midwest,01/05/2016,Enabled,62.0,15,portaget3520scotportage,19,NotDupe,High,Unique
129,Pot of Gold Quick Lube,61 Franklin Tpke,Mahwah,New Jersey,892429,Cooper,Eastern Territory 07,Eastern,07/10/2014,Enabled,135.0,6,potofgol61franklmahwah,0,Dupe,Medium,G
198,Pot of Gold Quick Lube,61 Franklin Tpke,Mahwah,New Jersey,892429,Cooper,Eastern Territory 07,Eastern,08/01/2014,Enabled,75.0,8,potofgol61franklmahwah,17,NotDupe,Medium,G
3431,Powassan Auto Service/Tire Discounter,717 Main St,Powassan,Ontario,350460,Cooper,,,02/05/2016,Enabled,145.0,11,powassan717mainspowassan,0,Dupe,High,G
4999,Powassan Auto Service,717 Main St,Powassan,Ontario,1805744,Cooper,,,03/09/2017,Enabled,0.0,0,powassan717mainspowassan,19,NotDupe,No Activity,G
2770,Powell Tire Company LLC,2007 SE Main,Roswell,New Mexico,78106945359,Cooper,Western Territory 03,Western,10/27/2015,Enabled,195.0,9,powellti2007semaroswell,0,Dupe,Medium,G
2898,Powell Tire Company LLC,2007 SE Main,Roswell,New Mexico,78106945359,Cooper,Western Territory 03,Western,11/19/2015,Enabled,45.0,5,powellti2007semaroswell,19,NotDupe,Low,G
2612,Prairieland fs INC tire shop,ROUTE 24 EAST,MT STERLING,Illinois,410789,Mastercraft,Mid West Territory 07,Midwest,10/07/2015,Enabled,75.0,6,prairielroute24emtsterli,15,NotDupe,Medium,Unique
2026,Prairie North Co-op,Hwy 3 West,Melfort,Saskatchewan,111125,Cooper,,,06/22/2015,Enabled,75.0,5,prairienhwy3westmelfort,18,NotDupe,Low,Unique
4481,precision alignment,460 curtis street,delaware,Ohio,7403698660,Mastercraft,Mid West Territory 04,Midwest,11/01/2016,Enabled,675.0,31,precisio460curtidelaware,19,NotDupe,High,Unique
5554,Premier Automotive,32 W Old Mill Rd,Fair Grove,Missouri,1,Cooper,Mid West Territory 07,Midwest,08/08/2017,Enabled,0.0,0,premiera32woldmifairgrov,14,NotDupe,No Activity,Unique
1447,Premier Automotive,91 Palmer Brook Road,Quispamsis,New Brunswick,596204,Cooper,,,04/01/2015,Enabled,385.0,17,premiera91palmerquispams,16,NotDupe,High,Unique
1274,Premier tire Terminal Inc.,4650 Steele St,Denver,Colorado,229055,Cooper,Western Territory 01,Western,03/18/2015,Enabled,35.0,3,premiert4650steedenver,0,Dupe,Low,G
1229,Premier Tire Terminal Inc.,4650 Steele St,Denver,Colorado,,Cooper,Western Territory 01,Western,03/11/2015,Enabled,920.0,33,premiert4650steedenver,0,Dupe,High,G
1273,Premier Tire Terminal Inc.,4650 Steele St,Denver,Colorado,,Cooper,Western Territory 01,Western,03/18/2015,Enabled,329.0,27,premiert4650steedenver,0,Dupe,High,G
1810,Premier Tire Terminal Inc.,4650 Steele St,denver,Colorado,,Cooper,Western Territory 01,Western,05/05/2015,Enabled,684.0,41,premiert4650steedenver,0,Dupe,High,G
98,Premier Tire Terminal Inc.,4650 Steele St,Denver,Colorado,,Cooper,Western Territory 01,Western,07/02/2014,Enabled,956.0,49,premiert4650steedenver,0,Dupe,High,G
1684,Premier Tire Terminal Inc.,4650 Steele St,Denver,Colorado,229055,Cooper,Western Territory 01,Western,04/24/2015,Enabled,25.0,5,premiert4650steedenver,0,Dupe,Low,G
1749,Premier Tire Terminal Inc.,4650 Steele St,Denver,Colorado,229055,Cooper,Western Territory 01,Western,04/28/2015,Enabled,125.0,8,premiert4650steedenver,0,Dupe,Medium,G
1237,Premier Tire Terminal Inc.,4650 Steele St,Denver,Colorado,,Cooper,Western Territory 01,Western,03/11/2015,Enabled,1497.0,78,premiert4650steedenver,0,Dupe,High,G
1281,Premier tire Terminal Inc.,4650 Steele St,Denver,Colorado,,Cooper,Western Territory 01,Western,03/18/2015,Enabled,259.0,25,premiert4650steedenver,0,Dupe,High,G
1245,Premier Tire Terminal Inc.,4650 Steele St,denver,Colorado,,Cooper,Western Territory 01,Western,03/12/2015,Enabled,165.0,11,premiert4650steedenver,15,NotDupe,High,G
5066,Premium Tire,65th Ave.,Carolina,Florida,,Cooper,South Atlantic Territory 06,South Atlantic,03/23/2017,Enabled,0.0,0,premiumt65thavecarolina,17,NotDupe,No Activity,Unique
5675,Prewitt's Automotive,13 Southern Oaks Ct.,Savannah,Georgia,1806993,Cooper,South Atlantic Territory 05,South Atlantic,08/29/2017,Enabled,4.0,2,prewitts13southesavannah,20,NotDupe,Low,Unique
1192,Pritchett Tire,1630 Willingham Ave,Baldwin,Georgia,,Cooper,South Atlantic Territory 05,South Atlantic,03/05/2015,Enabled,35.0,6,pritchet1630willbaldwin,17,NotDupe,Medium,Unique
4411,Pro Auto,1304 W 3RD ST,Rice,Virginia,,Cooper,South Atlantic Territory 02,South Atlantic,10/06/2016,Enabled,2.0,0,proauto1304w3rdrice,18,NotDupe,No Activity,Unique
3487,Professional Automotive,7013 E 86th St,Indianapolis,Indiana,925153Indy,Cooper,Mid West Territory 06,Midwest,02/18/2016,Enabled,65.0,4,professi7013e86tindianap,17,NotDupe,Low,Unique
